12 3
 10.8839 0 0
 28.1437 0 0.333333
 28.1437 0 0.666667
 10.8839 15 0
 18.3405 15 0.25
 10.8839 28 0
 21.9308 28 0.5
 10.8839 59 0
 20.1479 59 0.5
 29.412 59 1
 29.412 60 0
 29.412 67 0
